0;-0.25;0.25;-1;0.08570236
0;-0.25;0.25;-2;0.0879921
0;-0.25;0.25;-3;0.09271336
0;-0.25;0.5;-1;0.08428211
0;-0.25;0.5;-2;0.09308139
0;-0.25;0.5;-3;0.09308025
0;-0.25;0.75;-1;0.07790463
0;-0.25;0.75;-2;0.09162352
0;-0.25;0.75;-3;0.09560989
0;-0.25;1;-1;0.05134908
0;-0.25;1;-2;0.0913319
0;-0.25;1;-3;0.09618129
0;-0.5;0.25;-1;0.0961582
0;-0.5;0.25;-2;0.09846246
0;-0.5;0.25;-3;0.09848583
0;-0.5;0.5;-1;0.09396728
0;-0.5;0.5;-2;0.09718832
0;-0.5;0.5;-3;0.09731091
0;-0.5;0.75;-1;0.0938094
0;-0.5;0.75;-2;0.09385203
0;-0.5;0.75;-3;0.09663002
0;-0.5;1;-1;0.09483699
0;-0.5;1;-2;0.0939085
0;-0.5;1;-3;0.09620419
0;-1;0.25;-1;0.1003337
0;-1;0.25;-2;0.1003337
0;-1;0.25;-3;0.1003337
0;-1;0.5;-1;0.10084115
0;-1;0.5;-2;0.10084115
0;-1;0.5;-3;0.10084115
0;-1;0.75;-1;0.10030256
0;-1;0.75;-2;0.0995729
0;-1;0.75;-3;0.09847766
0;-1;1;-1;0.09959593
0;-1;1;-2;0.09981881
0;-1;1;-3;0.09881285
0;-2;0.25;-1;0.1
0;-2;0.25;-2;0.1
0;-2;0.25;-3;0.1
0;-2;0.5;-1;0.1
0;-2;0.5;-2;0.1
0;-2;0.5;-3;0.1
0;-2;0.75;-1;0.1
0;-2;0.75;-2;0.1
0;-2;0.75;-3;0.1
0;-2;1;-1;0.1
0;-2;1;-2;0.1
0;-2;1;-3;0.1
0;-3;0.25;-1;0.1
0;-3;0.25;-2;0.1
0;-3;0.25;-3;0.1
0;-3;0.5;-1;0.1
0;-3;0.5;-2;0.1
0;-3;0.5;-3;0.1
0;-3;0.75;-1;0.1
0;-3;0.75;-2;0.1
0;-3;0.75;-3;0.1
0;-3;1;-1;0.1
0;-3;1;-2;0.1
0;-3;1;-3;0.1
1;-0.25;0.25;-1;0.08302487
1;-0.25;0.25;-2;0.09222837
1;-0.25;0.25;-3;0.09146583
1;-0.25;0.5;-1;0.08012464
1;-0.25;0.5;-2;0.09115095
1;-0.25;0.5;-3;0.09356384
1;-0.25;0.75;-1;0.07951715
1;-0.25;0.75;-2;0.09342313
1;-0.25;0.75;-3;0.0950279
1;-0.25;1;-1;0.06529696
1;-0.25;1;-2;0.09213724
1;-0.25;1;-3;0.09491872
1;-0.5;0.25;-1;0.09945855
1;-0.5;0.25;-2;0.09935131
1;-0.5;0.25;-3;0.10124919
1;-0.5;0.5;-1;0.10028331
1;-0.5;0.5;-2;0.10123943
1;-0.5;0.5;-3;0.10325963
1;-0.5;0.75;-1;0.09905426
1;-0.5;0.75;-2;0.09618479
1;-0.5;0.75;-3;0.09587737
1;-0.5;1;-1;0.09828967
1;-0.5;1;-2;0.09761204
1;-0.5;1;-3;0.09585973
1;-1;0.25;-1;0.1
1;-1;0.25;-2;0.1
1;-1;0.25;-3;0.1
1;-1;0.5;-1;0.1
1;-1;0.5;-2;0.1
1;-1;0.5;-3;0.1
1;-1;0.75;-1;0.1
1;-1;0.75;-2;0.1
1;-1;0.75;-3;0.1
1;-1;1;-1;0.1
1;-1;1;-2;0.1
1;-1;1;-3;0.1
1;-2;0.25;-1;0.1
1;-2;0.25;-2;0.1
1;-2;0.25;-3;0.1
1;-2;0.5;-1;0.1
1;-2;0.5;-2;0.1
1;-2;0.5;-3;0.1
1;-2;0.75;-1;0.1
1;-2;0.75;-2;0.1
1;-2;0.75;-3;0.1
1;-2;1;-1;0.1
1;-2;1;-2;0.1
1;-2;1;-3;0.1
1;-3;0.25;-1;0.1
1;-3;0.25;-2;0.1
1;-3;0.25;-3;0.1
1;-3;0.5;-1;0.1
1;-3;0.5;-2;0.1
1;-3;0.5;-3;0.1
1;-3;0.75;-1;0.1
1;-3;0.75;-2;0.1
1;-3;0.75;-3;0.1
1;-3;1;-1;0.1
1;-3;1;-2;0.1
1;-3;1;-3;0.1
2;-0.25;0.25;-1;0.08563147
2;-0.25;0.25;-2;0.09329253
2;-0.25;0.25;-3;0.0968958
2;-0.25;0.5;-1;0.08945597
2;-0.25;0.5;-2;0.09834494
2;-0.25;0.5;-3;0.09510667
2;-0.25;0.75;-1;0.08379357
2;-0.25;0.75;-2;0.09407929
2;-0.25;0.75;-3;0.09347494
2;-0.25;1;-1;0.06824588
2;-0.25;1;-2;0.09169262
2;-0.25;1;-3;0.09349263
2;-0.5;0.25;-1;0.09967022
2;-0.5;0.25;-2;0.09769517
2;-0.5;0.25;-3;0.09804862
2;-0.5;0.5;-1;0.098508
2;-0.5;0.5;-2;0.09906267
2;-0.5;0.5;-3;0.09957397
2;-0.5;0.75;-1;0.09870871
2;-0.5;0.75;-2;0.09735222
2;-0.5;0.75;-3;0.10022722
2;-0.5;1;-1;0.09769932
2;-0.5;1;-2;0.09980852
2;-0.5;1;-3;0.10195061
2;-1;0.25;-1;0.1
2;-1;0.25;-2;0.1
2;-1;0.25;-3;0.1
2;-1;0.5;-1;0.1
2;-1;0.5;-2;0.1
2;-1;0.5;-3;0.1
2;-1;0.75;-1;0.1
2;-1;0.75;-2;0.1
2;-1;0.75;-3;0.1
2;-1;1;-1;0.1
2;-1;1;-2;0.1
2;-1;1;-3;0.1
2;-2;0.25;-1;0.1
2;-2;0.25;-2;0.1
2;-2;0.25;-3;0.1
2;-2;0.5;-1;0.1
2;-2;0.5;-2;0.1
2;-2;0.5;-3;0.1
2;-2;0.75;-1;0.1
2;-2;0.75;-2;0.1
2;-2;0.75;-3;0.1
2;-2;1;-1;0.1
2;-2;1;-2;0.1
2;-2;1;-3;0.1
2;-3;0.25;-1;0.1
2;-3;0.25;-2;0.1
2;-3;0.25;-3;0.1
2;-3;0.5;-1;0.1
2;-3;0.5;-2;0.1
2;-3;0.5;-3;0.1
2;-3;0.75;-1;0.1
2;-3;0.75;-2;0.1
2;-3;0.75;-3;0.1
2;-3;1;-1;0.1
2;-3;1;-2;0.1
2;-3;1;-3;0.1
3;-0.25;0.25;-1;0.08605453
3;-0.25;0.25;-2;0.09005456
3;-0.25;0.25;-3;0.09451558
3;-0.25;0.5;-1;0.08488915
3;-0.25;0.5;-2;0.09311123
3;-0.25;0.5;-3;0.09462428
3;-0.25;0.75;-1;0.08263771
3;-0.25;0.75;-2;0.09194281
3;-0.25;0.75;-3;0.08982382
3;-0.25;1;-1;0.07172233
3;-0.25;1;-2;0.09124829
3;-0.25;1;-3;0.08995677
3;-0.5;0.25;-1;0.09770453
3;-0.5;0.25;-2;0.09957578
3;-0.5;0.25;-3;0.09902042
3;-0.5;0.5;-1;0.0980508
3;-0.5;0.5;-2;0.10003892
3;-0.5;0.5;-3;0.09937253
3;-0.5;0.75;-1;0.09817539
3;-0.5;0.75;-2;0.10310665
3;-0.5;0.75;-3;0.10211402
3;-0.5;1;-1;0.09883072
3;-0.5;1;-2;0.10414389
3;-0.5;1;-3;0.10328307
3;-1;0.25;-1;0.1
3;-1;0.25;-2;0.1
3;-1;0.25;-3;0.1
3;-1;0.5;-1;0.1
3;-1;0.5;-2;0.1
3;-1;0.5;-3;0.1
3;-1;0.75;-1;0.1
3;-1;0.75;-2;0.1
3;-1;0.75;-3;0.1
3;-1;1;-1;0.1
3;-1;1;-2;0.1
3;-1;1;-3;0.1
3;-2;0.25;-1;0.1
3;-2;0.25;-2;0.1
3;-2;0.25;-3;0.1
3;-2;0.5;-1;0.1
3;-2;0.5;-2;0.1
3;-2;0.5;-3;0.1
3;-2;0.75;-1;0.1
3;-2;0.75;-2;0.1
3;-2;0.75;-3;0.1
3;-2;1;-1;0.1
3;-2;1;-2;0.1
3;-2;1;-3;0.1
3;-3;0.25;-1;0.1
3;-3;0.25;-2;0.1
3;-3;0.25;-3;0.1
3;-3;0.5;-1;0.1
3;-3;0.5;-2;0.1
3;-3;0.5;-3;0.1
3;-3;0.75;-1;0.1
3;-3;0.75;-2;0.1
3;-3;0.75;-3;0.1
3;-3;1;-1;0.1
3;-3;1;-2;0.1
3;-3;1;-3;0.1
4;-0.25;0.25;-1;0.0883336
4;-0.25;0.25;-2;0.09165574
4;-0.25;0.25;-3;0.09192146
4;-0.25;0.5;-1;0.09212901
4;-0.25;0.5;-2;0.09909967
4;-0.25;0.5;-3;0.09499167
4;-0.25;0.75;-1;0.08108022
4;-0.25;0.75;-2;0.09358486
4;-0.25;0.75;-3;0.09187956
4;-0.25;1;-1;0.06303904
4;-0.25;1;-2;0.09079247
4;-0.25;1;-3;0.09430193
4;-0.5;0.25;-1;0.09650473
4;-0.5;0.25;-2;0.1010771
4;-0.5;0.25;-3;0.10224041
4;-0.5;0.5;-1;0.09732847
4;-0.5;0.5;-2;0.10471521
4;-0.5;0.5;-3;0.10459315
4;-0.5;0.75;-1;0.09745906
4;-0.5;0.75;-2;0.10115179
4;-0.5;0.75;-3;0.10233246
4;-0.5;1;-1;0.09641045
4;-0.5;1;-2;0.10033918
4;-0.5;1;-3;0.09938517
4;-1;0.25;-1;0.09925177
4;-1;0.25;-2;0.1001583
4;-1;0.25;-3;0.1001583
4;-1;0.5;-1;0.09998653
4;-1;0.5;-2;0.10040465
4;-1;0.5;-3;0.10040465
4;-1;0.75;-1;0.09932829
4;-1;0.75;-2;0.0987539
4;-1;0.75;-3;0.10065061
4;-1;1;-1;0.09961815
4;-1;1;-2;0.09889354
4;-1;1;-3;0.10091804
4;-2;0.25;-1;0.1
4;-2;0.25;-2;0.1
4;-2;0.25;-3;0.1
4;-2;0.5;-1;0.1
4;-2;0.5;-2;0.1
4;-2;0.5;-3;0.1
4;-2;0.75;-1;0.1
4;-2;0.75;-2;0.1
4;-2;0.75;-3;0.1
4;-2;1;-1;0.1
4;-2;1;-2;0.1
4;-2;1;-3;0.1
4;-3;0.25;-1;0.1
4;-3;0.25;-2;0.1
4;-3;0.25;-3;0.1
4;-3;0.5;-1;0.1
4;-3;0.5;-2;0.1
4;-3;0.5;-3;0.1
4;-3;0.75;-1;0.1
4;-3;0.75;-2;0.1
4;-3;0.75;-3;0.1
4;-3;1;-1;0.1
4;-3;1;-2;0.1
4;-3;1;-3;0.1
